"date","geography","geography code","Rural Urban","Ethnic Group: All usual residents; measures: Value","Ethnic Group: White; measures: Value","Ethnic Group: White: English/Welsh/Scottish/Northern Irish/British; measures: Value","Ethnic Group: White: Irish; measures: Value","Ethnic Group: White: Gypsy or Irish Traveller; measures: Value","Ethnic Group: White: Other White; measures: Value","Ethnic Group: Mixed/multiple ethnic groups; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: White and Black Caribbean; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: White and Black African; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: White and Asian; measures: Value","Ethnic Group: Mixed/multiple ethnic groups: Other Mixed; measures: Value","Ethnic Group: Asian/Asian British; measures: Value","Ethnic Group: Asian/Asian British: Indian; measures: Value","Ethnic Group: Asian/Asian British: Pakistani; measures: Value","Ethnic Group: Asian/Asian British: Bangladeshi; measures: Value","Ethnic Group: Asian/Asian British: Chinese; measures: Value","Ethnic Group: Asian/Asian British: Other Asian; measures: Value","Ethnic Group: Black/African/Caribbean/Black British; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: African; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: Caribbean; measures: Value","Ethnic Group: Black/African/Caribbean/Black British: Other Black; measures: Value","Ethnic Group: Other ethnic group; measures: Value","Ethnic Group: Other ethnic group: Arab; measures: Value","Ethnic Group: Other ethnic group: Any other ethnic group; measures: Value"
"2011","Darlington","E06000005","Total",105564,101595,98898,328,350,2019,1146,463,97,350,236,2205,726,145,523,349,462,357,206,105,46,261,112,149
"2011","County Durham","E06000047","Total",513242,503769,495664,1229,467,6409,3094,969,321,1093,711,4856,1368,463,241,1598,1186,701,447,158,96,822,459,363
"2011","Hartlepool","E06000001","Total",92028,89899,88924,193,40,742,550,180,54,173,143,1304,266,291,214,229,304,170,129,36,5,105,57,48
"2011","Middlesbrough","E06000002","Total",138412,122055,119106,574,85,2290,2362,541,452,904,465,10768,1477,6811,244,904,1332,1731,1470,92,169,1496,950,546
"2011","Northumberland","E06000048","Total",316028,311066,307097,833,156,2980,1692,515,230,624,323,2658,939,351,295,452,621,338,193,114,31,274,73,201
"2011","Redcar and Cleveland","E06000003","Total",135177,133203,131928,415,85,775,853,298,107,273,175,869,91,295,94,155,234,122,80,34,8,130,37,93
"2011","Stockton-on-Tees","E06000004","Total",191610,181299,178965,536,143,1655,1997,419,316,823,439,6632,1488,3072,132,866,1074,1133,936,84,113,549,236,313
"2011","Gateshead","E08000020","Total",200214,192742,188355,592,87,3708,1558,412,260,523,363,3738,916,617,242,1054,909,1081,903,90,88,1095,289,806
"2011","Newcastle upon Tyne","E08000021","Total",280177,239533,229520,1826,163,8024,4279,830,859,1609,981,27107,5072,6364,4692,6037,4942,5160,4664,217,279,4098,2602,1496
"2011","North Tyneside","E08000022","Total",200801,194025,190936,596,29,2464,1815,448,385,602,380,3815,1095,319,686,869,846,734,576,91,67,412,177,235
"2011","South Tyneside","E08000023","Total",148127,142099,140821,305,9,964,1325,324,229,440,332,3311,643,434,1534,235,465,420,316,61,43,972,566,406
"2011","Sunderland","E08000024","Total",275506,264282,261209,608,70,2395,1778,539,239,608,392,7336,1736,669,2075,1536,1320,1273,1062,111,100,837,292,545
"2011","Blackburn with Darwen","E06000008","Total",147489,102009,98144,794,161,2910,1823,315,162,989,357,41494,19791,17801,1525,721,1656,933,614,202,117,1230,585,645
"2011","Blackpool","E06000009","Total",142065,137339,133042,1029,237,3031,1753,690,264,448,351,2282,627,223,231,514,687,346,183,111,52,345,170,175
"2011","Cheshire East","E06000049","Total",370127,357940,346264,2241,313,9122,3873,1341,461,1293,778,6060,2147,856,504,1125,1428,1402,664,511,227,852,338,514
"2011","Cheshire West and Chester","E06000050","Total",329608,321025,312013,2337,213,6462,3050,889,411,1059,691,4097,1242,336,576,935,1008,908,586,196,126,528,199,329
"2011","Halton","E06000006","Total",125746,123041,121210,654,41,1136,1356,465,253,330,308,943,282,44,60,308,249,260,95,134,31,146,54,92
"2011","Warrington","E06000007","Total",202228,193992,187968,1357,66,4601,2144,654,357,663,470,4911,1803,1179,152,849,928,694,389,214,91,487,237,250
"2011","Allerdale","E07000026","Total",96422,95385,94085,241,14,1045,426,134,39,179,74,477,81,34,91,123,148,73,43,20,10,61,2,59
"2011","Barrow-in-Furness","E07000027","Total",69087,67940,67073,222,39,606,360,117,45,109,89,633,137,47,43,183,223,70,56,7,7,84,35,49
"2011","Carlisle","E07000028","Total",107524,105480,102189,405,196,2690,535,152,91,162,130,1248,273,109,180,337,349,147,107,19,21,114,52,62
"2011","Copeland","E07000029","Total",70603,69491,68679,190,15,607,339,117,37,109,76,629,137,79,70,164,179,84,52,21,11,60,12,48
"2011","Eden","E07000030","Total",52564,51999,51009,139,15,836,211,66,11,89,45,292,77,7,49,79,80,22,9,7,6,40,17,23
"2011","South Lakeland","E07000031","Total",103658,101962,99089,355,36,2482,633,165,91,233,144,787,187,40,53,267,240,183,106,67,10,93,35,58
"2011","Bolton","E08000001","Total",276786,226645,219794,1694,214,4943,4892,1576,678,1826,812,38749,21665,12026,614,1423,3021,4652,3451,608,593,1848,727,1121
"2011","Bury","E08000002","Total",185060,165032,157897,2357,72,4706,3365,1307,444,1005,609,13407,1387,9002,311,1100,1607,1893,1116,593,184,1363,465,898
"2011","Manchester","E08000003","Total",503127,335109,298237,11843,509,24520,23161,8877,4397,4791,5096,85986,11417,42904,6437,13539,11689,43484,25718,9642,8124,15387,9503,5884
"2011","Oldham","E08000004","Total",224897,174326,169955,1484,62,2825,4057,1950,440,1131,536,43165,1555,22686,16310,726,1888,2797,1640,839,318,552,154,398
"2011","Rochdale","E08000005","Total",211699,172874,166481,2131,186,4076,3569,1057,601,1348,563,31630,1105,22265,4342,948,2970,2770,2131,285,354,856,308,548
"2011","Salford","E08000006","Total",233933,210862,197445,2882,193,10342,4616,1647,1058,929,982,9429,2553,1843,605,2547,1881,6541,5354,666,521,2485,1425,1060
"2011","Stockport","E08000007","Total",283275,260819,252044,3938,58,4779,5104,1734,775,1460,1135,13762,2786,6673,705,1722,1876,1958,976,745,237,1632,727,905
"2011","Tameside","E08000008","Total",219324,199429,194115,1613,38,3663,3159,1310,506,849,494,14553,3668,4910,4296,951,728,1784,1188,371,225,399,154,245
"2011","Trafford","E08000009","Total",226578,193834,182200,5098,40,6496,6031,2658,669,1535,1169,17973,6306,7027,457,2232,1951,6540,1807,3802,931,2200,1259,941
"2011","Wigan","E08000010","Total",317849,309193,303519,1459,151,4064,2756,1015,429,783,529,3519,1019,676,109,891,824,1678,1310,216,152,703,304,399
"2011","Burnley","E07000117","Total",87059,76054,74464,527,10,1053,976,228,90,476,182,9578,321,5924,2425,222,686,211,76,120,15,240,55,185
"2011","Chorley","E07000118","Total",107155,103833,101892,567,57,1317,1016,463,104,273,176,1710,612,525,105,236,232,401,115,240,46,195,113,82
"2011","Fylde","E07000119","Total",75757,73844,72021,488,15,1320,742,251,87,233,171,845,297,118,25,209,196,163,63,54,46,163,67,96
"2011","Hyndburn","E07000120","Total",80734,70778,68834,436,97,1411,696,186,39,336,135,9007,279,7548,402,268,510,106,52,45,9,147,91,56
"2011","Lancaster","E07000121","Total",138375,132342,126624,840,331,4547,1356,373,179,480,324,3732,1212,413,309,1231,567,628,472,109,47,317,164,153
"2011","Pendle","E07000122","Total",89452,71437,69074,462,26,1875,946,139,65,599,143,16807,236,15320,383,281,587,126,67,51,8,136,52,84
"2011","Preston","E07000123","Total",140202,112415,106242,1178,111,4884,3326,1627,300,931,468,21732,14421,4425,375,1235,1276,1676,661,865,150,1053,626,427
"2011","Ribble Valley","E07000124","Total",57132,55904,54757,332,6,809,360,93,33,163,71,729,204,295,32,109,89,92,65,12,15,47,9,38
"2011","Rossendale","E07000125","Total",67982,63778,62516,541,47,674,602,199,64,218,121,3396,186,1139,1638,233,200,123,49,63,11,83,37,46
"2011","South Ribble","E07000126","Total",109057,105847,103890,680,17,1260,1174,514,99,388,173,1612,798,241,26,282,265,268,78,149,41,156,65,91
"2011","West Lancashire","E07000127","Total",110685,108603,105775,584,8,2236,866,266,140,248,212,913,411,85,13,190,214,174,115,48,11,129,63,66
"2011","Wyre","E07000128","Total",107749,105852,104251,490,96,1015,664,234,79,226,125,993,235,70,78,315,295,130,78,33,19,110,45,65
"2011","Knowsley","E08000011","Total",145893,141858,140135,747,6,970,1913,683,517,375,338,1403,467,81,10,446,399,505,297,127,81,214,98,116
"2011","Liverpool","E08000012","Total",466415,414671,395485,6729,185,12272,11756,3473,3164,2283,2836,19403,4915,1999,1075,7978,3436,12308,8490,1467,2351,8277,5629,2648
"2011","Sefton","E08000014","Total",273790,266741,259629,2312,120,4680,2820,830,488,760,742,2719,666,127,308,965,653,796,464,223,109,714,327,387
"2011","St. Helens","E08000013","Total",175308,171877,169346,887,69,1575,1179,445,167,271,296,1764,504,133,122,512,493,248,152,60,36,240,117,123
"2011","Wirral","E08000015","Total",319783,310156,303682,2667,77,3730,3286,964,558,949,815,5116,1344,226,851,1653,1042,695,389,189,117,530,208,322
"2011","East Riding of Yorkshire","E06000011","Total",334179,327789,321309,908,227,5345,2301,683,367,785,466,2961,1081,396,69,660,755,598,355,175,68,530,289,241
"2011","Kingston upon Hull, City of","E06000010","Total",256406,241321,229920,550,284,10567,3454,871,821,945,817,6471,1086,882,755,2124,1624,2996,2472,236,288,2164,1134,1030
"2011","North East Lincolnshire","E06000012","Total",159616,155421,152240,414,26,2741,1186,381,161,369,275,2129,513,195,268,605,548,411,306,71,34,469,265,204
"2011","North Lincolnshire","E06000013","Total",167446,160748,154526,727,90,5405,1244,341,166,451,286,4549,1122,862,1443,530,592,494,365,64,65,411,173,238
"2011","York","E06000014","Total",198051,186731,178613,1103,269,6746,2413,529,305,873,706,6740,1531,417,370,2449,1973,1194,903,205,86,973,498,475
"2011","Craven","E07000163","Total",55409,53964,52842,215,54,853,375,94,59,141,81,970,156,474,39,118,183,61,48,8,5,39,25,14
"2011","Hambleton","E07000164","Total",89140,87635,85867,306,132,1330,593,157,59,246,131,600,220,84,30,126,140,188,98,44,46,124,46,78
"2011","Harrogate","E07000165","Total",157869,152075,144717,771,107,6480,1776,411,265,626,474,2409,587,118,68,869,767,1147,624,148,375,462,129,333
"2011","Richmondshire","E07000166","Total",51965,49556,48516,200,19,821,502,155,74,108,165,1247,75,27,20,78,1047,496,245,80,171,164,15,149
"2011","Ryedale","E07000167","Total",51751,51064,49802,262,81,919,302,80,46,105,71,273,35,5,7,85,141,80,67,8,5,32,10,22
"2011","Scarborough","E07000168","Total",108793,106104,103625,301,37,2141,869,228,109,324,208,1364,383,169,109,287,416,240,176,51,13,216,123,93
"2011","Selby","E07000169","Total",83449,82077,79686,326,158,1907,626,190,50,271,115,493,175,17,2,170,129,212,170,33,9,41,9,32
"2011","Barnsley","E08000016","Total",231221,226285,222164,567,163,3391,1630,644,178,434,374,1661,442,211,60,440,508,1221,995,149,77,424,168,256
"2011","Doncaster","E08000017","Total",302402,288066,277740,1183,587,8556,3321,1413,440,877,591,7614,1865,2728,117,1121,1783,2337,1309,778,250,1064,231,833
"2011","Rotherham","E08000018","Total",257280,240758,236438,776,126,3418,2551,787,301,865,598,10551,961,7609,109,592,1280,2112,1672,283,157,1308,581,727
"2011","Sheffield","E08000019","Total",552698,462544,446837,2891,358,12458,13289,5450,1296,3490,3053,44385,5868,21990,3326,7398,5803,20082,11543,5506,3033,12398,8432,3966
"2011","Bradford","E08000032","Total",522452,352317,333628,2541,433,15715,12979,4663,875,5677,1764,140149,13555,106614,9863,2086,8031,9267,4993,3581,693,7740,3714,4026
"2011","Calderdale","E08000033","Total",203826,182787,176732,1795,80,4180,2797,1097,247,907,546,16875,1130,13904,574,459,808,899,479,320,100,468,111,357
"2011","Kirklees","E08000034","Total",422458,334270,323890,2635,158,7587,9790,5167,641,2714,1268,67782,20797,41802,731,1452,3000,7905,2364,4626,915,2711,1214,1497
"2011","Leeds","E08000035","Total",751485,639487,609714,7031,687,22055,19632,8813,2493,4906,3420,58243,16130,22492,4432,5933,9256,25893,14894,6728,4271,8230,3791,4439
"2011","Wakefield","E08000036","Total",325837,310957,302331,908,302,7416,2928,1087,368,894,579,8498,1540,4896,32,853,1177,2512,1955,326,231,942,382,560
"2011","Derby","E06000015","Total",248752,199751,187386,2319,295,9751,7232,3916,533,1772,1011,31095,10907,14620,658,1292,3618,7320,3156,3405,759,3354,861,2493
"2011","Leicester","E06000016","Total",329839,166636,148629,2524,417,15066,11580,4691,1161,3388,2340,122470,93335,8067,3642,4245,13181,20585,12480,4790,3315,8568,3311,5257
"2011","Nottingham","E06000018","Total",305680,218698,199990,2819,326,15563,20265,12166,2004,3304,2791,40039,9901,16771,1049,5988,6330,22185,9877,9382,2926,4493,2372,2121
"2011","Rutland","E06000017","Total",37369,36301,35241,217,58,785,389,123,23,141,102,365,113,38,7,125,82,251,116,107,28,63,5,58
"2011","Amber Valley","E07000032","Total",122309,120023,117988,428,44,1563,980,438,93,282,167,929,416,80,11,201,221,253,120,106,27,124,27,97
"2011","Bolsover","E07000033","Total",75866,74452,73058,199,66,1129,518,248,63,136,71,612,207,56,6,166,177,267,175,51,41,17,2,15
"2011","Chesterfield","E07000034","Total",103788,100172,98456,386,5,1325,1094,532,97,287,178,1592,487,334,141,367,263,782,433,271,78,148,60,88
"2011","Derbyshire Dales","E07000035","Total",71116,70117,68835,321,15,946,466,130,58,173,105,398,97,84,4,95,118,87,33,36,18,48,10,38
"2011","Erewash","E07000036","Total",112081,108765,106673,574,29,1489,1269,734,72,276,187,1383,778,89,21,266,229,536,125,337,74,128,34,94
"2011","High Peak","E07000037","Total",90892,88954,87131,596,10,1217,944,348,113,284,199,711,148,78,10,228,247,184,87,82,15,99,33,66
"2011","North East Derbyshire","E07000038","Total",99023,97084,95968,264,70,782,786,315,103,250,118,795,350,79,32,187,147,236,156,65,15,122,40,82
"2011","South Derbyshire","E07000039","Total",94611,90527,88925,386,72,1144,1062,428,79,365,190,2375,1649,179,4,217,326,425,174,205,46,222,45,177
"2011","Blaby","E07000129","Total",93915,85451,83161,545,101,1644,1505,645,108,486,266,5718,4399,281,18,435,585,900,371,398,131,341,96,245
"2011","Charnwood","E07000130","Total",166100,145114,139978,989,74,4073,2577,815,244,1045,473,16138,10225,428,2022,1943,1520,1327,875,339,113,944,442,502
"2011","Harborough","E07000131","Total",85382,81316,79242,486,61,1527,971,308,92,384,187,2563,1849,132,44,226,312,327,179,111,37,205,35,170
"2011","Hinckley and Bosworth","E07000132","Total",105078,101369,99440,451,86,1392,1027,364,81,390,192,2246,1390,158,81,269,348,262,133,110,19,174,74,100
"2011","Melton","E07000133","Total",50376,49319,47861,264,3,1191,414,151,45,142,76,518,277,4,0,103,134,95,39,38,18,30,3,27
"2011","North West Leicestershire","E07000134","Total",93468,91187,89116,406,77,1588,881,358,59,322,142,1074,520,16,20,198,320,205,91,78,36,121,25,96
"2011","Oadby and Wigston","E07000135","Total",56170,41011,39634,387,9,981,1176,383,85,493,215,12520,9938,1080,128,328,1046,671,302,305,64,792,191,601
"2011","Boston","E07000136","Total",64637,62592,54221,208,63,8100,664,171,114,167,212,928,374,148,72,130,204,278,174,57,47,175,63,112
"2011","East Lindsey","E07000137","Total",136401,134314,131717,490,61,2046,937,414,87,261,175,789,231,63,100,198,197,264,160,75,29,97,40,57
"2011","Lincoln","E07000138","Total",93541,89379,83653,719,80,4927,1230,367,189,372,302,1794,522,139,139,452,542,778,504,165,109,360,175,185
"2011","North Kesteven","E07000139","Total",107766,105835,103343,512,74,1906,791,242,91,256,202,750,217,29,68,215,221,251,108,101,42,139,43,96
"2011","South Holland","E07000140","Total",88270,86370,79569,282,100,6419,796,247,138,233,178,747,251,48,54,176,218,257,137,72,48,100,13,87
"2011","South Kesteven","E07000141","Total",133788,130394,125261,656,78,4399,1142,410,138,304,290,1580,509,93,63,436,479,509,330,117,62,163,48,115
"2011","West Lindsey","E07000142","Total",89250,87600,85977,411,161,1051,630,222,58,205,145,728,370,64,0,130,164,224,127,74,23,68,38,30
"2011","Corby","E07000150","Total",61255,58519,52069,855,28,5567,836,271,127,215,223,782,348,34,138,96,166,1008,778,130,100,110,24,86
"2011","Daventry","E07000151","Total",77843,75123,72448,509,54,2112,971,381,98,302,190,1183,551,172,55,151,254,481,213,211,57,85,7,78
"2011","East Northamptonshire","E07000152","Total",86765,83842,81083,583,46,2130,1052,381,123,288,260,1096,530,62,12,244,248,630,352,204,74,145,33,112
"2011","Kettering","E07000153","Total",93475,87740,83450,641,150,3499,1313,416,206,404,287,3023,1818,149,102,327,627,991,682,208,101,408,148,260
"2011","Northampton","E07000154","Total",212069,179238,162353,2911,149,13825,6849,3149,1012,1286,1402,13751,5328,1536,3367,1705,1815,10741,6473,2946,1322,1490,543,947
"2011","South Northamptonshire","E07000155","Total",85189,82572,80123,591,11,1847,1003,289,131,359,224,1129,592,81,52,149,255,376,151,141,84,109,29,80
"2011","Wellingborough","E07000156","Total",75356,65788,61229,614,89,3856,2158,1177,228,397,356,4463,3097,278,538,174,376,2696,903,1414,379,251,61,190
"2011","Ashfield","E07000170","Total",119497,116733,114744,348,43,1598,1059,556,88,229,186,1099,396,97,62,232,312,472,195,209,68,134,25,109
"2011","Bassetlaw","E07000171","Total",112863,109892,106663,381,94,2754,996,454,85,228,229,1255,440,287,74,180,274,520,221,239,60,200,52,148
"2011","Broxtowe","E07000172","Total",109487,101538,98001,615,9,2913,1827,866,151,486,324,4503,1754,775,92,1135,747,933,448,405,80,686,436,250
"2011","Gedling","E07000173","Total",113543,105656,102551,891,32,2182,2619,1500,240,521,358,3343,1366,962,67,411,537,1653,370,1118,165,272,68,204
"2011","Mansfield","E07000174","Total",104466,101522,97408,447,2,3665,1106,571,105,224,206,1289,521,132,192,206,238,398,152,192,54,151,42,109
