la_code,2012,2013
E06000001,120,70
E06000002,100,100
E06000003,120,150
E06000004,250,110
E06000005,50,90
E06000006,180,70
E06000007,230,210
E06000008,130,70
E06000009,70,50
E06000010,180,200
E06000011,180,90
E06000012,80,110
E06000013,50,120
E06000014,130,80
E06000015,180,130
E06000016,80,170
E06000017,30,20
E06000018,120,130
E06000019,70,120
E06000020,220,400
E06000021,130,230
E06000022,200,120
E06000023,460,250
E06000024,230,200
E06000025,250,310
E06000026,280,180
E06000027,20,270
E06000028,20,20
E06000029,40,0
E06000030,170,180
E06000031,430,190
E06000032,70,80
E06000033,20,40
E06000034,130,150
E06000035,230,170
E06000036,110,180
E06000037,90,140
E06000038,200,170
E06000039,90,80
E06000040,70,70
E06000041,90,110
E06000042,380,320
E06000043,40,170
E06000044,140,240
E06000045,270,300
E06000046,140,100
E06000047,320,350
E06000049,220,180
E06000050,250,230
E06000051,130,210
E06000052,780,590
E06000054,700,620
E06000055,,
E06000056,320,130
E06000057,120,260
E07000004,340,300
E07000005,110,20
E07000006,40,10
E07000007,60,90
E07000008,80,550
E07000009,40,30
E07000010,50,50
E07000011,50,50
E07000012,140,190
E07000025,0,
E07000026,100,60
E07000027,10,30
E07000028,50,70
E07000029,60,60
E07000030,110,30
E07000031,70,80
E07000032,60,40
E07000033,30,50
E07000034,30,40
E07000035,90,80
E07000036,20,110
E07000037,50,0
E07000038,60,30
E07000039,120,20
E07000040,110,240
E07000041,50,90
E07000042,70,70
E07000043,50,140
E07000044,30,80
E07000045,150,210
E07000046,30,20
E07000047,0,10
E07000048,10,30
E07000049,30,10
E07000050,60,100
E07000051,10,20
E07000052,80,50
E07000053,60,50
E07000061,40,40
E07000062,40,90
E07000063,90,20
E07000064,20,80
E07000065,190,220
E07000066,220,10
E07000067,100,100
E07000068,80,0
E07000069,30,0
E07000070,40,80
E07000071,130,70
E07000072,0,10
E07000073,50,30
E07000074,20,40
E07000075,10,40
E07000076,70,10
E07000077,110,80
E07000078,100,230
E07000079,200,70
E07000080,180,140
E07000081,100,100
E07000082,160,130
E07000083,170,60
E07000084,70,150
E07000085,40,160
E07000086,170,110
E07000087,90,60
E07000088,150,40
E07000089,30,10
E07000090,50,60
E07000091,80,70
E07000092,150,40
E07000093,560,150
E07000094,60,120
E07000095,40,0
E07000096,80,10
E07000098,150,50
E07000099,80,70
E07000102,40,110
E07000103,220,60
E07000105,60,20
E07000106,120,70
E07000107,100,100
E07000108,100,10
E07000109,190,40
E07000110,200,210
E07000111,30,70
E07000112,50,50
E07000113,110,90
E07000114,110,80
E07000115,160,240
E07000116,50,40
E07000117,70,30
E07000118,190,120
E07000119,40,60
E07000120,10,70
E07000121,30,60
E07000122,40,50
E07000123,100,40
E07000124,90,50
E07000125,40,170
E07000126,30,40
E07000127,80,60
E07000128,30,30
E07000129,70,40
E07000130,140,150
E07000131,70,60
E07000132,60,120
E07000133,10,10
E07000134,140,160
E07000135,0,0
E07000136,30,50
E07000137,100,160
E07000138,90,30
E07000139,150,20
E07000140,170,80
E07000141,120,120
E07000142,60,30
E07000143,110,60
E07000144,80,70
E07000145,30,20
E07000146,150,60
E07000147,10,150
E07000148,170,80
E07000149,220,170
E07000150,130,10
E07000151,20,60
E07000152,50,130
E07000153,170,140
E07000154,290,270
E07000155,20,90
E07000156,90,100
E07000163,30,10
E07000164,60,80
E07000165,40,60
E07000166,10,20
E07000167,100,100
E07000168,100,40
E07000169,40,30
E07000170,60,50
E07000171,10,20
E07000172,20,50
E07000173,40,60
E07000174,40,10
E07000175,80,70
E07000176,50,50
E07000177,70,170
E07000178,90,0
E07000179,210,200
E07000180,160,90
E07000181,20,50
E07000187,120,100
E07000188,330,80
E07000189,70,230
E07000190,130,180
E07000191,10,90
E07000192,170,50
E07000193,60,140
E07000194,60,80
E07000195,120,50
E07000196,30,30
E07000197,90,90
E07000198,40,50
E07000199,10,20
E07000200,90,100
E07000201,50,60
E07000202,20,20
E07000203,120,60
E07000204,40,70
E07000205,90,60
E07000206,80,90
E07000207,30,130
E07000208,180,160
E07000209,20,30
E07000210,20,30
E07000211,90,100
E07000212,80,40
E07000213,120,0
E07000214,40,0
E07000215,40,60
E07000216,120,20
E07000217,10,20
E07000218,10,50
E07000219,130,70
E07000220,90,40
E07000221,100,130
E07000222,70,10
E07000223,30,0
E07000224,160,110
E07000225,80,130
E07000226,50,80
E07000227,100,290
E07000228,110,140
E07000229,50,10
E07000234,90,100
E07000235,30,90
E07000236,40,140
E07000237,160,60
E07000238,220,310
E07000239,40,190
E07000240,50,130
E07000241,30,10
E07000242,130,90
E07000243,10,100
E08000001,100,250
E08000002,130,70
E08000003,330,370
E08000004,140,220
E08000005,110,120
E08000006,180,170
E08000007,90,140
E08000008,160,140
E08000009,90,180
E08000010,80,70
E08000011,120,130
E08000012,420,430
E08000013,160,190
E08000014,260,60
E08000015,190,310
E08000016,160,220
E08000017,80,110
E08000018,140,220
E08000019,110,200
E08000021,180,120
E08000022,130,100
E08000023,130,1060
E08000024,240,160
E08000025,590,560
E08000026,460,330
E08000027,210,80
E08000028,360,190
E08000029,190,120
E08000030,370,440
E08000031,190,100
E08000032,250,270
E08000033,240,130
E08000034,110,130
E08000035,360,330
E08000036,250,270
E08000037,110,180
E09000001,10,20
E09000002,90,500
E09000003,360,390
E09000004,170,90
E09000005,530,280
E09000006,350,60
E09000007,470,210
E09000008,280,350
E09000009,190,300
E09000010,140,130
E09000011,270,640
E09000012,590,550
E09000013,100,180
E09000014,380,150
E09000015,300,70
E09000016,450,260
E09000017,200,120
E09000018,80,270
E09000019,390,330
E09000020,140,130
E09000021,20,90
E09000022,310,260
E09000023,670,240
E09000024,190,120
E09000025,280,1350
E09000026,140,10
E09000027,30,50
E09000028,470,560
E09000029,120,90
E09000030,440,900
E09000031,320,190
E09000032,140,260
E09000033,80,100